Extracted_Code,fat.,Airport Code,longitude,latitude,id,station,elevation,CDSD,CLDD,DP1X,DT00,DX90,DYHF,DYTS,EMSN,EMXP,PRCP,SNOW,WSFG
ARN,5,ARN,18.0,60.0,766353,SWE00138982,20.0,,,2.0,,,,,,28.8,694.3,,
ARN,5,ARN,18.0,60.0,766354,SWE00138982,20.0,,,3.0,,,,,,27.0,616.2,,
ARN,5,ARN,18.0,60.0,766355,SWE00138982,20.0,,,1.0,,,,,,31.3,604.7,,
ARN,5,ARN,18.0,60.0,766356,SWE00138982,20.0,,,1.0,,,,,,34.8,605.3,,
ARN,5,ARN,18.0,60.0,766357,SWE00138982,20.0,,,0.0,,,,,,24.0,559.6,,
ARN,5,ARN,18.0,60.0,766358,SWE00138982,20.0,,,3.0,,,,,,30.5,574.5,,
ARN,5,ARN,18.0,60.0,766359,SWE00138982,20.0,,,1.0,,,,,,28.4,416.8,,
ARN,5,ARN,18.0,60.0,766360,SWE00138982,20.0,,,2.0,,,,,,32.6,518.3,,
ARN,5,ARN,18.0,60.0,766361,SWE00138982,20.0,,,0.0,,,,,,15.2,591.1,,
ARN,5,ARN,18.0,60.0,766362,SWE00138982,20.0,,,1.0,,,,,,26.5,580.8,,
ARN,5,ARN,18.0,60.0,766363,SWE00138982,20.0,,,1.0,,,,,,41.8,645.9,,
ARN,5,ARN,18.0,60.0,766364,SWE00138982,20.0,,,2.0,,,,,,55.0,638.6,,
ARN,5,ARN,18.0,60.0,766365,SWE00138982,20.0,,,0.0,,,,,,22.8,499.5,,
ARN,5,ARN,18.0,60.0,766366,SWE00138982,20.0,,,0.0,,,,,,23.8,514.6,,
ARN,5,ARN,18.0,60.0,766367,SWE00138982,20.0,,,0.0,,,,,,19.8,527.1,,
ARN,5,ARN,18.0,60.0,766368,SWE00138982,20.0,,,1.0,,,,,,28.2,484.7,,
ARN,5,ARN,18.0,60.0,766369,SWE00138982,20.0,,,2.0,,,,,,28.1,574.0,,
ARN,5,ARN,18.0,60.0,766370,SWE00138982,20.0,,,1.0,,,,,,27.2,520.7,,
ARN,5,ARN,18.0,60.0,766371,SWE00138982,20.0,,,2.0,,,,,,33.7,601.6,,
ARN,5,ARN,18.0,60.0,766372,SWE00138982,20.0,,,1.0,,,,,,33.6,576.8,,
ARN,5,ARN,18.0,60.0,766373,SWE00138982,20.0,,,3.0,,,,,,43.2,600.1,,
ARN,5,ARN,18.0,60.0,766374,SWE00138982,20.0,,,1.0,,,,,,28.7,515.4,,
ARN,5,ARN,18.0,60.0,766375,SWE00138982,20.0,,,2.0,,,,,,38.5,807.1,,
ARN,5,ARN,18.0,60.0,766376,SWE00138982,20.0,,,2.0,,,,,,36.5,546.5,,
ARN,5,ARN,18.0,60.0,766377,SWE00138982,20.0,,,1.0,,,,,,51.5,642.3,,
ARN,5,ARN,18.0,60.0,766378,SWE00138982,20.0,,,1.0,,,,,,30.6,505.7,,
ARN,5,ARN,18.0,60.0,766379,SWE00138982,20.0,,,0.0,,,,,,22.9,565.9,,
ARN,5,ARN,18.0,60.0,766380,SWE00138982,20.0,,,0.0,,,,,,14.8,409.5,,
ARN,5,ARN,18.0,60.0,766381,SWE00138982,20.0,,,0.0,,,,,,21.3,625.7,,
ARN,5,ARN,18.0,60.0,766382,SWE00138982,20.0,,,0.0,,,,,,23.4,610.9,,
ARN,5,ARN,18.0,60.0,766383,SWE00138982,20.0,,,3.0,,,,,,41.8,552.9,,
ARN,5,ARN,18.0,60.0,766384,SWE00138982,20.0,,,0.0,,,,,,20.6,531.9,,
ARN,5,ARN,18.0,60.0,766385,SWE00138982,20.0,,,1.0,,,,,,32.7,724.5,,
ARN,5,ARN,18.0,60.0,824764,SWE00139094,20.0,,,1.0,,,,,,26.0,443.1,,
ARN,5,ARN,18.0,60.0,824765,SWE00139094,20.0,,,2.0,,,,,,32.0,781.0,,
ARN,5,ARN,18.0,60.0,824766,SWE00139094,20.0,,,0.0,,,,,,21.5,505.2,,
ARN,5,ARN,18.0,60.0,824767,SWE00139094,20.0,,,0.0,,,,,,23.0,512.1,,
ARN,5,ARN,18.0,60.0,824768,SWE00139094,20.0,,,1.0,,,,,,41.0,700.5,,
ARN,5,ARN,18.0,60.0,824769,SWE00139094,20.0,,,0.0,,,,,,22.5,659.7,,
ARN,5,ARN,18.0,60.0,824770,SWE00139094,20.0,,,0.0,,,,,,17.0,449.0,,
ARN,5,ARN,18.0,60.0,824771,SWE00139094,20.0,,,3.0,,,,,,36.0,845.7,,
ARN,5,ARN,18.0,60.0,824772,SWE00139094,20.0,,,2.0,,,,,,40.0,650.6,,
ARN,5,ARN,18.0,60.0,824773,SWE00139094,20.0,,,1.0,,,,,,42.0,583.5,,
ARN,5,ARN,18.0,60.0,824774,SWE00139094,20.0,,,1.0,,,,,,28.0,480.0,,
ARN,5,ARN,18.0,60.0,824775,SWE00139094,20.0,,,0.0,,,,,,19.5,412.2,,
ARN,5,ARN,18.0,60.0,824776,SWE00139094,20.0,,,2.0,,,,,,33.7,599.4,,
ARN,5,ARN,18.0,60.0,824777,SWE00139094,20.0,,,3.0,,,,,,39.5,621.1,,
ARN,5,ARN,18.0,60.0,824778,SWE00139094,20.0,,,3.0,,,,,,43.0,634.9,,
ARN,5,ARN,18.0,60.0,824779,SWE00139094,20.0,,,2.0,,,,,,44.1,585.1,,
ARN,5,ARN,18.0,60.0,824780,SWE00139094,20.0,,,1.0,,,,,,26.2,438.7,,
ARN,5,ARN,18.0,60.0,824781,SWE00139094,20.0,,,0.0,,,,,,22.3,536.0,,
ARN,5,ARN,18.0,60.0,824782,SWE00139094,20.0,,,1.0,,,,,,48.0,453.0,,
ARN,5,ARN,18.0,60.0,824783,SWE00139094,20.0,,,1.0,,,,,,46.2,391.6,,
ARN,5,ARN,18.0,60.0,824784,SWE00139094,20.0,,,0.0,,,,,,22.2,662.7,,
ARN,5,ARN,18.0,60.0,824785,SWE00139094,20.0,,,1.0,,,,,,27.5,444.5,,
ARN,5,ARN,18.0,60.0,824786,SWE00139094,20.0,,,3.0,,,,,,35.6,646.7,,
ARN,5,ARN,18.0,60.0,824787,SWE00139094,20.0,,,2.0,,,,,,33.9,501.2,,
ARN,5,ARN,18.0,60.0,824788,SWE00139094,20.0,,,1.0,,,,,,30.3,618.4,,
ARN,5,ARN,18.0,60.0,824789,SWE00139094,20.0,,,0.0,,,,,,25.0,699.2,,
ARN,5,ARN,18.0,60.0,829303,SWE00139296,39.0,,,1.0,,,,,,27.1,556.3,,
ARN,5,ARN,18.0,60.0,829304,SWE00139296,39.0,,,1.0,,,,,,27.6,672.1,,
ARN,5,ARN,18.0,60.0,829305,SWE00139296,39.0,,,1.0,,,,,,25.6,763.5,,
ARN,5,ARN,18.0,60.0,829306,SWE00139296,39.0,,,0.0,,,,,,20.6,544.5,,
ARN,5,ARN,18.0,60.0,829307,SWE00139296,39.0,,,0.0,,,,,,20.5,660.8,,
ARN,5,ARN,18.0,60.0,829308,SWE00139296,39.0,,,1.0,,,,,,33.3,510.3,,
ARN,5,ARN,18.0,60.0,829309,SWE00139296,39.0,,,3.0,,,,,,29.3,692.0,,
ARN,5,ARN,18.0,60.0,829310,SWE00139296,39.0,,,1.0,,,,,,25.7,572.9,,
ARN,5,ARN,18.0,60.0,829311,SWE00139296,39.0,,,2.0,,,,,,38.5,640.8,,
ARN,5,ARN,18.0,60.0,829312,SWE00139296,39.0,,,1.0,,,,,,71.9,575.9,,
ARN,5,ARN,18.0,60.0,829313,SWE00139296,39.0,,,2.0,,,,,,27.2,516.2,,
ARN,5,ARN,18.0,60.0,829314,SWE00139296,39.0,,,5.0,,,,,,40.6,699.8,,
ARN,5,ARN,18.0,60.0,829315,SWE00139296,39.0,,,1.0,,,,,,40.3,481.3,,
ARN,5,ARN,18.0,60.0,829316,SWE00139296,39.0,,,4.0,,,,,,36.9,635.3,,
ARN,5,ARN,18.0,60.0,829317,SWE00139296,39.0,,,1.0,,,,,,28.5,710.0,,
ARN,5,ARN,18.0,60.0,829318,SWE00139296,39.0,,,3.0,,,,,,33.5,600.3,,
ARN,5,ARN,18.0,60.0,829319,SWE00139296,39.0,,,3.0,,,,,,93.0,706.2,,
ARN,5,ARN,18.0,60.0,829320,SWE00139296,39.0,,,1.0,,,,,,35.4,652.7,,
ARN,5,ARN,18.0,60.0,829321,SWE00139296,39.0,,,2.0,,,,,,32.3,520.3,,
ARN,5,ARN,18.0,60.0,829322,SWE00139296,39.0,,,1.0,,,,,,28.8,577.4,,
ARN,5,ARN,18.0,60.0,829323,SWE00139296,39.0,,,1.0,,,,,,25.6,546.3,,
ARN,5,ARN,18.0,60.0,829324,SWE00139296,39.0,,,0.0,,,,,,18.3,532.1,,
ARN,5,ARN,18.0,60.0,829325,SWE00139296,39.0,,,3.0,,,,,,41.0,819.8,,
ARN,5,ARN,18.0,60.0,829326,SWE00139296,39.0,,,7.0,,,,,,40.5,730.2,,
ARN,5,ARN,18.0,60.0,829327,SWE00139296,39.0,,,5.0,,,,,,45.5,714.9,,
ARN,5,ARN,18.0,60.0,829328,SWE00139296,39.0,,,1.0,,,,,,39.5,541.1,,
ARN,5,ARN,18.0,60.0,829329,SWE00139296,39.0,,,4.0,,,,,,42.2,886.6,,
ARN,5,ARN,18.0,60.0,829330,SWE00139296,39.0,,,0.0,,,,,,23.4,564.2,,
ARN,5,ARN,18.0,60.0,945010,SWE00139180,15.0,,,0.0,,,,,,24.5,619.3,,
ARN,5,ARN,18.0,60.0,945011,SWE00139180,15.0,,,0.0,,,,,,19.4,437.2,,
ARN,5,ARN,18.0,60.0,945012,SWE00139180,15.0,,,3.0,,,,,,73.5,802.4,,
ARN,5,ARN,18.0,60.0,945013,SWE00139180,15.0,,,2.0,,,,,,30.0,681.2,,
ARN,5,ARN,18.0,60.0,945014,SWE00139180,15.0,,,0.0,,,,,,22.2,420.6,,
ARN,5,ARN,18.0,60.0,945015,SWE00139180,15.0,,,2.0,,,,,,43.5,624.0,,
ARN,5,ARN,18.0,60.0,945016,SWE00139180,15.0,,,0.0,,,,,,15.5,469.3,,
ARN,5,ARN,18.0,60.0,945017,SWE00139180,15.0,,,0.0,,,,,,23.6,431.5,,
ARN,5,ARN,18.0,60.0,945018,SWE00139180,15.0,,,1.0,,,,,,27.5,411.1,,
ARN,5,ARN,18.0,60.0,945019,SWE00139180,15.0,,,1.0,,,,,,52.0,547.3,,
ARN,5,ARN,18.0,60.0,945020,SWE00139180,15.0,,,3.0,,,,,,28.5,610.3,,
ARN,5,ARN,18.0,60.0,945021,SWE00139180,15.0,,,3.0,,,,,,39.0,582.2,,
ARN,5,ARN,18.0,60.0,945022,SWE00139180,15.0,,,0.0,,,,,,20.0,483.0,,
ARN,5,ARN,18.0,60.0,945023,SWE00139180,15.0,,,0.0,,,,,,19.1,524.4,,
ARN,5,ARN,18.0,60.0,945024,SWE00139180,15.0,,,2.0,,,,,,39.0,461.8,,
ARN,5,ARN,18.0,60.0,945025,SWE00139180,15.0,,,1.0,,,,,,26.0,364.3,,
ARN,5,ARN,18.0,60.0,945026,SWE00139180,15.0,,,1.0,,,,,,34.2,508.9,,
ARN,5,ARN,18.0,60.0,945027,SWE00139180,15.0,,,1.0,,,,,,30.8,628.9,,
ARN,5,ARN,18.0,60.0,945028,SWE00139180,15.0,,,0.0,,,,,,15.0,423.2,,
ARN,5,ARN,18.0,60.0,945029,SWE00139180,15.0,,,0.0,,,,,,23.0,457.8,,
ARN,5,ARN,18.0,60.0,945030,SWE00139180,15.0,,,1.0,,,,,,29.5,600.1,,
ARN,5,ARN,18.0,60.0,945031,SWE00139180,15.0,,,4.0,,,,,,42.5,624.3,,
ARN,5,ARN,18.0,60.0,945032,SWE00139180,15.0,,,2.0,,,,,,59.0,622.1,,
ARN,5,ARN,18.0,60.0,945033,SWE00139180,15.0,,,2.0,,,,,,33.0,692.2,,
ARN,5,ARN,18.0,60.0,945034,SWE00139180,15.0,,,3.0,,,,,,44.0,730.0,,
ARN,5,ARN,18.0,60.0,945035,SWE00139180,15.0,,,0.0,,,,,,24.5,513.0,,
ARN,5,ARN,18.0,60.0,945036,SWE00139180,15.0,,,1.0,,,,,,26.0,615.6,,
ARN,5,ARN,18.0,60.0,945037,SWE00139180,15.0,,,1.0,,,,,,26.3,665.9,,
ARN,5,ARN,18.0,60.0,945038,SWE00139180,15.0,,,0.0,,,,,,24.5,628.1,,
ARN,5,ARN,18.0,60.0,945039,SWE00139180,15.0,,,4.0,,,,,,49.2,725.7,,
ARN,5,ARN,18.0,60.0,978475,SWE00139356,25.0,,,4.0,,,,,,44.1,743.1,,
ARN,5,ARN,18.0,60.0,978476,SWE00139356,25.0,,,0.0,,,,,,16.8,505.8,,
ARN,5,ARN,18.0,60.0,978477,SWE00139356,25.0,,,1.0,,,,,,56.9,590.1,,
ARN,5,ARN,18.0,60.0,978478,SWE00139356,25.0,,,0.0,,,,,,22.2,507.6,,
ARN,5,ARN,18.0,60.0,978479,SWE00139356,25.0,,,2.0,,,,,,29.3,647.8,,
ARN,5,ARN,18.0,60.0,978480,SWE00139356,25.0,,,1.0,,,,,,41.5,663.3,,
ARN,5,ARN,18.0,60.0,978481,SWE00139356,25.0,,,2.0,,,,,,28.6,647.2,,
ARN,5,ARN,18.0,60.0,978482,SWE00139356,25.0,,,1.0,,,,,,29.0,677.9,,
ARN,5,ARN,18.0,60.0,978483,SWE00139356,25.0,,,2.0,,,,,,32.6,564.2,,
ARN,5,ARN,18.0,60.0,978484,SWE00139356,25.0,,,0.0,,,,,,17.7,514.0,,
ARN,5,ARN,18.0,60.0,978485,SWE00139356,25.0,,,0.0,,,,,,24.8,555.6,,
ARN,5,ARN,18.0,60.0,978486,SWE00139356,25.0,,,1.0,,,,,,29.7,415.4,,
ARN,5,ARN,18.0,60.0,978487,SWE00139356,25.0,,,2.0,,,,,,62.7,621.3,,
ARN,5,ARN,18.0,60.0,978488,SWE00139356,25.0,,,2.0,,,,,,27.6,659.0,,
ARN,5,ARN,18.0,60.0,978489,SWE00139356,25.0,,,1.0,,,,,,36.6,523.3,,
ARN,5,ARN,18.0,60.0,978490,SWE00139356,25.0,,,1.0,,,,,,34.4,514.3,,
ARN,5,ARN,18.0,60.0,978491,SWE00139356,25.0,,,2.0,,,,,,32.0,690.0,,
ARN,5,ARN,18.0,60.0,1004360,SWE00139226,25.0,,,1.0,,,,,,48.0,615.3,,
ARN,5,ARN,18.0,60.0,1004361,SWE00139226,25.0,,,1.0,,,,,,30.9,408.8,,
ARN,5,ARN,18.0,60.0,1004362,SWE00139226,25.0,,,1.0,,,,,,28.9,348.3,,
ARN,5,ARN,18.0,60.0,1004363,SWE00139226,25.0,,,0.0,,,,,,25.1,513.1,,
ARN,5,ARN,18.0,60.0,1004364,SWE00139226,25.0,,,1.0,,,,,,29.4,546.7,,
ARN,5,ARN,18.0,60.0,1004365,SWE00139226,25.0,,,0.0,,,,,,16.9,479.8,,
ARN,5,ARN,18.0,60.0,1004366,SWE00139226,25.0,,,1.0,,,,,,27.5,660.8,,
ARN,5,ARN,18.0,60.0,1004367,SWE00139226,25.0,,,1.0,,,,,,27.6,499.1,,
ARN,5,ARN,18.0,60.0,1004368,SWE00139226,25.0,,,0.0,,,,,,21.7,514.7,,
ARN,5,ARN,18.0,60.0,1004369,SWE00139226,25.0,,,1.0,,,,,,42.2,702.8,,
ARN,5,ARN,18.0,60.0,1004370,SWE00139226,25.0,,,3.0,,,,,,29.0,632.5,,
ARN,5,ARN,18.0,60.0,1004371,SWE00139226,25.0,,,1.0,,,,,,28.6,506.0,,
ARN,5,ARN,18.0,60.0,1004372,SWE00139226,25.0,,,2.0,,,,,,45.0,801.5,,
ARN,5,ARN,18.0,60.0,1004373,SWE00139226,25.0,,,2.0,,,,,,36.5,676.4,,
ARN,5,ARN,18.0,60.0,1004374,SWE00139226,25.0,,,0.0,,,,,,16.4,478.1,,
ARN,5,ARN,18.0,60.0,1004375,SWE00139226,25.0,,,4.0,,,,,,40.2,591.0,,
ARN,5,ARN,18.0,60.0,1004376,SWE00139226,25.0,,,0.0,,,,,,23.5,434.0,,
ARN,5,ARN,18.0,60.0,1004377,SWE00139226,25.0,,,2.0,,,,,,40.5,651.7,,
ARN,5,ARN,18.0,60.0,1004378,SWE00139226,25.0,,,1.0,,,,,,37.4,605.9,,
ARN,5,ARN,18.0,60.0,1004379,SWE00139226,25.0,,,2.0,,,,,,33.5,650.5,,
ARN,5,ARN,18.0,60.0,1004380,SWE00139226,25.0,,,1.0,,,,,,33.0,617.8,,
ARN,5,ARN,18.0,60.0,1004381,SWE00139226,25.0,,,2.0,,,,,,25.8,527.8,,
ARN,5,ARN,18.0,60.0,1004382,SWE00139226,25.0,,,0.0,,,,,,15.5,504.3,,
ARN,5,ARN,18.0,60.0,1004383,SWE00139226,25.0,,,0.0,,,,,,23.2,458.2,,
ARN,5,ARN,18.0,60.0,1004384,SWE00139226,25.0,,,1.0,,,,,,28.0,370.2,,
ARN,5,ARN,18.0,60.0,1004385,SWE00139226,25.0,,,0.0,,,,,,22.2,536.7,,
ARN,5,ARN,18.0,60.0,1004386,SWE00139226,25.0,,,0.0,,,,,,22.0,645.3,,
ARN,5,ARN,18.0,60.0,1004387,SWE00139226,25.0,,,0.0,,,,,,20.0,460.4,,
ARN,5,ARN,18.0,60.0,1004388,SWE00139226,25.0,,,0.0,,,,,,21.4,494.7,,
ARN,5,ARN,18.0,60.0,1004389,SWE00139226,25.0,,,3.0,,,,,,32.0,685.2,,
ARN,5,ARN,18.0,60.0,1004390,SWE00139226,25.0,,,4.0,,,,,,55.0,616.9,,
ARN,5,ARN,18.0,60.0,1004391,SWE00139226,25.0,,,1.0,,,,,,72.5,706.0,,
ARN,5,ARN,18.0,60.0,1004392,SWE00139226,25.0,,,1.0,,,,,,34.0,744.1,,
ARN,5,ARN,18.0,60.0,1004393,SWE00139226,25.0,,,3.0,,,,,,58.0,826.1,,
ARN,5,ARN,18.0,60.0,1004394,SWE00139226,25.0,,,1.0,,,,,,32.0,588.8,,
ARN,5,ARN,18.0,60.0,1004395,SWE00139226,25.0,,,2.0,,,,,,34.0,637.7,,
ARN,5,ARN,18.0,60.0,1004396,SWE00139226,25.0,,,0.0,,,,,,24.3,724.9,,
ARN,5,ARN,18.0,60.0,1004397,SWE00139226,25.0,,,1.0,,,,,,27.0,607.7,,
ARN,5,ARN,18.0,60.0,1004398,SWE00139226,25.0,,,4.0,,,,,,61.0,866.8,,
ARN,5,ARN,18.0,60.0,1004399,SWE00139226,25.0,,,0.0,,,,,,20.0,555.3,,
ARN,5,ARN,18.0,60.0,1004400,SWE00139226,25.0,,,1.0,,,,,,29.8,687.6,,
ARN,5,ARN,18.0,60.0,1004401,SWE00139226,25.0,,,0.0,,,,,,19.5,505.5,,
ARN,5,ARN,18.0,60.0,1004402,SWE00139226,25.0,,,1.0,,,,,,26.0,724.9,,
ARN,5,ARN,18.0,60.0,1004403,SWE00139226,25.0,,,1.0,,,,,,32.5,628.6,,
ARN,5,ARN,18.0,60.0,1004404,SWE00139226,25.0,,,2.0,,,,,,37.0,616.7,,
ARN,5,ARN,18.0,60.0,1004405,SWE00139226,25.0,,,0.0,,,,,,20.5,515.9,,
ARN,5,ARN,18.0,60.0,1004406,SWE00139226,25.0,,,0.0,,,,,,19.5,528.6,,
ARN,5,ARN,18.0,60.0,1004407,SWE00139226,25.0,,,3.0,,,,,,34.7,651.4,,
ARN,5,ARN,18.0,60.0,1004408,SWE00139226,25.0,,,2.0,,,,,,33.5,504.9,,
ARN,5,ARN,18.0,60.0,1004409,SWE00139226,25.0,,,2.0,,,,,,32.5,650.4,,
ARN,5,ARN,18.0,60.0,1004410,SWE00139226,25.0,,,1.0,,,,,,28.6,593.4,,
ARN,5,ARN,18.0,60.0,1004411,SWE00139226,25.0,,,0.0,,,,,,23.6,641.0,,
ARN,5,ARN,18.0,60.0,1004412,SWE00139226,25.0,,,2.0,,,,,,56.8,549.7,,
ARN,5,ARN,18.0,60.0,1004413,SWE00139226,25.0,,,1.0,,,,,,47.2,608.3,,
ARN,5,ARN,18.0,60.0,1004414,SWE00139226,25.0,,,0.0,,,,,,22.3,533.3,,
ARN,5,ARN,18.0,60.0,1004415,SWE00139226,25.0,,,1.0,,,,,,33.4,559.4,,
ARN,5,ARN,18.0,60.0,1004416,SWE00139226,25.0,,,4.0,,,,,,47.4,618.9,,
ARN,5,ARN,18.0,60.0,1004417,SWE00139226,25.0,,,1.0,,,,,,37.1,565.2,,
ARN,5,ARN,18.0,60.0,1004418,SWE00139226,25.0,,,1.0,,,,,,31.4,543.7,,
ARN,5,ARN,18.0,60.0,1004419,SWE00139226,25.0,,,1.0,,,,,,34.8,670.5,,
ARN,5,ARN,18.0,60.0,1004420,SWE00139226,25.0,,,2.0,,,,,,50.6,637.9,,
ARN,5,ARN,18.0,60.0,1004421,SWE00139226,25.0,,,3.0,,,,,,75.3,653.1,,
ARN,5,ARN,18.0,60.0,1004422,SWE00139226,25.0,,,2.0,,,,,,32.8,543.9,,
ARN,5,ARN,18.0,60.0,1004423,SWE00139226,25.0,,,2.0,,,,,,28.8,758.2,,
ARN,5,ARN,18.0,60.0,1004424,SWE00139226,25.0,,,0.0,,,,,,15.9,473.2,,
ARN,5,ARN,18.0,60.0,1004425,SWE00139226,25.0,,,1.0,,,,,,50.2,560.3,,
ARN,5,ARN,18.0,60.0,1004426,SWE00139226,25.0,,,1.0,,,,,,36.0,592.0,,
ARN,5,ARN,18.0,60.0,1004427,SWE00139226,25.0,,,0.0,,,,,,23.7,497.0,,
ARN,5,ARN,18.0,60.0,1004428,SWE00139226,25.0,,,1.0,,,,,,37.2,580.8,,
ARN,5,ARN,18.0,60.0,1004429,SWE00139226,25.0,,,2.0,,,,,,46.9,449.1,,
ARN,5,ARN,18.0,60.0,1004430,SWE00139226,25.0,,,0.0,,,,,,24.0,680.2,,
ARN,5,ARN,18.0,60.0,1004431,SWE00139226,25.0,,,1.0,,,,,,28.2,575.9,,
ARN,5,ARN,18.0,60.0,1004432,SWE00139226,25.0,,,2.0,,,,,,38.6,556.1,,
ARN,5,ARN,18.0,60.0,1004433,SWE00139226,25.0,,,2.0,,,,,,35.3,526.3,,
ARN,5,ARN,18.0,60.0,1004434,SWE00139226,25.0,,,2.0,,,,,,27.7,739.6,,
ARN,5,ARN,18.0,60.0,1056297,SWE00139190,15.0,,,1.0,,,,,,29.0,520.6,,
ARN,5,ARN,18.0,60.0,1056298,SWE00139190,15.0,,,2.0,,,,,,85.8,774.6,,
ARN,5,ARN,18.0,60.0,1056299,SWE00139190,15.0,,,1.0,,,,,,37.2,654.9,,
ARN,5,ARN,18.0,60.0,1056300,SWE00139190,15.0,,,1.0,,,,,,27.0,563.6,,
ARN,5,ARN,18.0,60.0,1056301,SWE00139190,15.0,,,0.0,,,,,,19.0,543.0,,
ARN,5,ARN,18.0,60.0,1056302,SWE00139190,15.0,,,3.0,,,,,,32.5,639.6,,
ARN,5,ARN,18.0,60.0,1056303,SWE00139190,15.0,,,1.0,,,,,,39.5,501.9,,
ARN,5,ARN,18.0,60.0,1056304,SWE00139190,15.0,,,1.0,,,,,,48.0,662.3,,
ARN,5,ARN,18.0,60.0,1056305,SWE00139190,15.0,,,0.0,,,,,,24.0,717.9,,
ARN,5,ARN,18.0,60.0,1056306,SWE00139190,15.0,,,1.0,,,,,,30.2,637.3,,
